Contrast,#term ID,term description,genes mapped,enrichment score,direction,false discovery rate,method,matching proteins in your input (IDs),matching proteins in your input (labels)
CU_NPH,GO:0048666,Neuron development,71,2.8267,top,0.00067,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,OPCML,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,NTM,LAMA2,FGFR2,ROBO1,ADM,DAG1,CNTN1,HEXA,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_NPH,GO:0006956,Complement activation,32,3.8056,bottom,0.00078,ks,"9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035","C5,C3,C9,C6,C1RL,SERPING1,MASP1,C2,C1QB,CFHR1,CLU,C7,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72"
CU_NPH,GO:0050807,Regulation of synapse organization,25,4.3043,top,0.00078,ks,"9606.ENSP00000252486,9606.ENSP00000264025,9606.ENSP00000266546,9606.ENSP00000269141,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000307549,9606.ENSP00000340688,9606.ENSP00000350364,9606.ENSP00000355751,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000366288,9606.ENSP00000366513,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000399376,9606.ENSP00000442600,9606.ENSP00000462701,9606.ENSP00000467537,9606.ENSP00000498662","APOE,NECTIN1,CLSTN3,CDH2,NTRK2,EPHA4,APP,NPTX1,ADGRL1,NEGR1,THBS2,EFNA1,EPHA7,SLITRK1,CLSTN1,NRCAM,AGRN,PTPRD,NRXN1,RELN,PRNP,DAG1,CDH8,PTPRS,LRRC4B"
CU_NPH,GO:0048468,Cell development,102,2.37453,top,0.00088,ks,"9606.ENSP00000043402,9606.ENSP00000053867,9606.ENSP00000200691,9606.ENSP00000212355,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000258341,9606.ENSP00000261918,9606.ENSP00000262644,9606.ENSP00000262919,9606.ENSP00000264025,9606.ENSP00000265727,9606.ENSP00000269141,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000295113,9606.ENSP00000296861,9606.ENSP00000301178,9606.ENSP00000301244,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000309953,9606.ENSP00000311184,9606.ENSP00000315130,9606.ENSP00000324857,9606.ENSP00000330382,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000336829,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344155,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000346839,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000352798,9606.ENSP00000353007,9606.ENSP00000353030,9606.ENSP00000353408,9606.ENSP00000355627,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358045,9606.ENSP00000358309,9606.ENSP00000358777,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363040,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000369055,9606.ENSP00000370698,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000423354,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000467537,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,GRN,MT3,TGFBR3,MMP2,APLP1,LAMB1,SEMA3G,LRP1,C3,OMG,MEGF8,APOE,CHL1,LAMC1,SEMA7A,IMPAD1,ATRN,NECTIN1,ADAM22,CDH2,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,FRZB,TNFRSF21,AXL,SPINT2,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,EFEMP2,WFIKKN2,CLU,SEMA6D,PDGFB,CNTN2,OPCML,RTN4RL2,FGG,PTN,NEO1,ABCA2,NFASC,APOD,DNER,FN1,GFRA1,NEGR1,APOA4,PLXNB2,COL18A1,SULF2,PTPRF,MSN,AGT,TNR,EFNA1,ECM1,EPHA7,ATP6AP1,L1CAM,CRTAC1,MEGF9,C1QA,SLITRK1,NRCAM,AGRN,B4GALT1,IL6ST,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,NTM,LAMA2,FGFR2,ROBO1,MEGF10,ADM,DAG1,CNTN1,HEXA,PTPRS,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_NPH,GO:0022008,Neurogenesis,94,2.29543,top,0.001,ks,"9606.ENSP00000043402,9606.ENSP00000053867,9606.ENSP00000200691,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000226218,9606.ENSP00000231721,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000264039,9606.ENSP00000265077,9606.ENSP00000265727,9606.ENSP00000269141,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000294728,9606.ENSP00000296861,9606.ENSP00000301178,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000315130,9606.ENSP00000321951,9606.ENSP00000324173,9606.ENSP00000324857,9606.ENSP00000327513,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344155,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000393312,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000400894,9606.ENSP00000410294,9606.ENSP00000419425,9606.ENSP00000420321,9606.ENSP00000422533,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000478061,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,GRN,MT3,MMP2,APLP1,LAMB1,VTN,SEMA3G,LRP1,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,GPC1,VCAN,ADAM22,CDH2,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,VCAM1,TNFRSF21,AXL,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,CLU,FAIM2,HSPA5,SEMA6D,CSF1,CNTN2,OPCML,RTN4RL2,PTN,NEO1,ABCA2,NFASC,APOD,DNER,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,PTPRD,CSPG5,MAG,PTPRZ1,SPOCK1,CNTN4,NCAM2,NRXN1,RELN,FGFR1,SEMA4B,NTM,LAMA2,PENK,FGFR2,PPIA,ROBO1,ADGRL3,ADM,DAG1,CNTN1,HEXA,MARCKS,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_NPH,GO:0030182,Neuron differentiation,77,2.64257,top,0.001,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000294728,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000321951,9606.ENSP00000324173,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000419425,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,VCAM1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,FAIM2,HSPA5,SEMA6D,CNTN2,OPCML,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,PTPRD,CSPG5,MAG,PTPRZ1,SPOCK1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,NTM,LAMA2,FGFR2,PPIA,ROBO1,ADM,DAG1,CNTN1,HEXA,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_NPH,GO:0031175,Neuron projection development,63,2.87956,top,0.001,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,EPHA4,APP,CSF1R,NBL1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,SLITRK1,NRCAM,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,ADM,DAG1,CNTN1,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_NPH,GO:0045087,Innate immune response,60,2.47333,bottom,0.001,ks,"9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000302046,9606.ENSP00000306099,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000322061,9606.ENSP00000327513,9606.ENSP00000342082,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910,9606.ENSP00000498441","CHGA,LBP,C5,C3,F12,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,MASP1,C2,AXL,RNASE6,FGB,C1QB,CLU,APOL1,C7,CSF1,SLPI,APOA4,C8A,CD55,C4BPA,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,COLEC12,C1S,CD14,C4A,CFB,RARRES2,RNASET2,IGLL5,PLD4,JCHAIN,C1R,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,B2M,FGA"
CU_NPH,GO:0120036,Plasma membrane bounded cell projection organization,66,2.86225,top,0.001,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000268613,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000362924,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000399376,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,CDH13,SOD1,CELSR2,EPHA4,APP,CSF1R,NBL1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,GSN,SLITRK1,NRCAM,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,PRNP,LAMA2,FGFR2,ROBO1,ADM,DAG1,CNTN1,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_NPH,GO:1903028,Positive regulation of opsonization,5,6.51207,bottom,0.001,afc,"9606.ENSP00000245907,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000396688,9606.ENSP00000416561","C3,MASP1,C2,C4A,CFB"
CU_NPH,GO:0099536,Synaptic signaling,26,3.89865,top,0.0011,ks,"9606.ENSP00000252486,9606.ENSP00000265459,9606.ENSP00000265634,9606.ENSP00000266546,9606.ENSP00000277120,9606.ENSP00000287641,9606.ENSP00000296777,9606.ENSP00000301908,9606.ENSP00000307549,9606.ENSP00000308938,9606.ENSP00000312942,9606.ENSP00000340278,9606.ENSP00000356646,9606.ENSP00000361112,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000373244,9606.ENSP00000374069,9606.ENSP00000385142,9606.ENSP00000388823,9606.ENSP00000390084,9606.ENSP00000399485,9606.ENSP00000400894,9606.ENSP00000442600,9606.ENSP00000462701,9606.ENSP00000489551","APOE,NRXN2,NPTX2,CLSTN3,NTRK2,SST,CARTPT,PNOC,NPTX1,PLG,SEZ6,PARK7,TNR,CHRDL1,AGRN,PTPRD,CSPG5,PTPRN2,NRXN1,NSG1,SHISA6,LY6H,PENK,DAG1,CDH8,NRXN3"
CU_NPH,GO:0002252,Immune effector process,47,2.9264,bottom,0.0012,ks,"9606.ENSP00000053867,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000227266,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000284981,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301522,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","GRN,LGALS1,CHGA,LBP,CTSH,C5,CTSC,LRP1,C3,PRDX1,C9,C6,C1RL,SERPING1,APP,MASP1,C2,PRDX2,F2,C1QB,CFHR1,CLU,C7,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,FCGR3A,C8B,PTGDS,C8G,C1QC,C1QA,CFI,LCP1,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
CU_NPH,GO:0006955,Immune response,90,2.23133,bottom,0.0012,ks,"9606.ENSP00000053867,9606.ENSP00000212355,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000226218,9606.ENSP00000227266,9606.ENSP00000232003,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000259486,9606.ENSP00000261267,9606.ENSP00000261918,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000264025,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000302046,9606.ENSP00000305988,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000322061,9606.ENSP00000323929,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000342082,9606.ENSP00000345344,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000357981,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381581,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000399679,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000452662,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000483567,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","GRN,TGFBR3,LGALS1,CHGA,LBP,CTSH,C5,VTN,CTSC,HRG,LRP1,C3,F12,ENPP2,LYZ,SEMA7A,PRDX1,C9,C6,NECTIN1,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,MASP1,TNFRSF21,C2,AXL,RNASE6,ALCAM,FGB,F2,C1QB,CFHR1,CLU,APOL1,C7,A2M,CSF1,ICOSLG,SLPI,CTSL,APOA4,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,FCGR3A,CTSS,C8B,PTGDS,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,LCP1,COLEC12,C1S,CD14,TF,C4A,PRG4,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,IGKV2D-28,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,IGKV2D-29,KNG1,B2M,FGA"
